place_id,city,title,rating,reviews,description,tips,address,timings,ticket_price,avg_ticket_price
308,alexandria,St Mark's Pro Cathedral,,,No description,No tips,No address,No timings,,20.0
309,alexandria,Attarine Market,,,"A labyrinth of alleyways and lanes lead you to the epicentre of antiques and furniture in Alexandria; the Attarine market. Though most of it’s past glory is lost, the market still remains fascinating for its unique crafts and French-inspired furniture. While you’re there, pick up a traditional Egyptian Sheesha or glass blown artefacts as souvenirs. They also include Gallabeyyas, belly-dancing costumes, spices and antiques. It is a pedestrian street. These popular markets come in many different shapes and sizes.
Beware of pick pockets.
Compare prices in different shops before you actually buy.","Beware of pick pockets.
Compare prices in different shops before you actually buy.","Al Attarin Sharq, Qesm Al Attarin, Alexandria Governorate, Egypt ‎",24-hrs,,20.0
310,alexandria,Catacombs Of Kom-ash Suqqafa,,,"It sounds almost unbelievable that these tombs remained undiscovered until the ill fate of a donkey that disappeared into the ground led to their chance discovery. One can experience the burial rituals of three cultures: Pharaoic, Helenistic and Roman.
The very feeling of being hundreds of feet under the ground will give you a macabre vibe. Not for the faint hearted, this attraction will stay with you forever. Nonetheless, its worth a visit for a peek into peculiar Egyptian customs and rituals.","Carry drinking water.
No cameras allowed inside.
Not disabled friendly.","Street Carmous, Alexandria, Egypt",09:00 am - 05:00 pm,35.0,35.0
311,alexandria,Borg El Arab Airport,,,"Borg El Arab Airport is an international airport located in Alexandria, Egypt. It is the second largest airport in the country, after Cairo International Airport. The airport is located about 25 km (16 mi) southwest of Alexandria and serves the city and its surrounding areas.The airport was opened in 2006 and is the main hub for EgyptAir Express, EgyptAir, and Nile Air. It is also a hub for domestic and international cargo operations. The airport has two runways and a single terminal building.The airport is named after the nearby city of Borg El Arab, which is located about 10 km (6 mi) from the airport. The airport is also known as Alexandria International Airport.The airport has a long history, dating back to the early 20th century. In the 1920s, the airport was used as a military airfield by the British Royal Air Force. During World War II, the airport was used by the United States Army Air Forces. After the war, the airport was used by the Egyptian Air Force until it was closed in the late 1950s.In the late 1990s, the Egyptian government decided to build a new airport in Alexandria and the construction of Borg El Arab Airport began in 2003. The airport was officially opened in 2006 and has since become an important hub for air travel in Egypt.The airport is also significant for its role in the 2011 Egyptian Revolution. During the revolution, the airport was used as a staging ground for protesters and was the site of several clashes between protesters and security forces.Borg El Arab Airport is located in Alexandria, Egypt and is the second largest airport in the country. It is the main hub for EgyptAir and serves as a gateway to the Mediterranean Sea. The airport was opened in 1977 and is named after the nearby city of Borg El Arab.The airport has been an important hub for international travel since its opening. It is the main hub for EgyptAir, the national carrier of Egypt, and serves as a gateway to the Mediterranean Sea. The airport is also a major hub for international cargo operations, with many airlines using the airport as a stopover point for their cargo flights.The airport has seen significant growth in recent years, with the number of passengers increasing from 1.5 million in 2010 to over 4 million in 2018. The airport has also seen an increase in the number of international flights, with over 50 airlines now operating from the airport.The airport is also an important hub for the Egyptian military, with the Egyptian Air Force using the airport for training and operations. The airport is also home to the Egyptian Air Force Museum, which houses a collection of aircraft and artifacts from the Egyptian Air Force.The airport is also an important hub for the local economy, with many businesses and industries located in the area. The airport is also home to a number of hotels and restaurants, making it a popular destination for tourists.
Facilities, Amenities and Services:Facilities:Borg El Arab Airport has a modern terminal building with a range of amenities and services.
The airport has a 24hour information desk, a currency exchange, and a dutyfree shop.
The airport also has a range of restaurants, cafes, and bars.
There is a VIP lounge for business travelers and a prayer room for travelers of all faiths.
The airport also has a range of car rental services and a taxi rank.Amenities:The airport has free WiFi throughout the terminal building.
The airport also has a range of ATMs and banking services.
There is a post office and a pharmacy located in the terminal building.
The airport also has a range of shops selling souvenirs, books, and magazines.Services:The airport has a range of ground transportation services, including buses, shuttles, and taxis.
The airport also offers a range of car parking services, including shortterm and longterm parking.
The airport has a range of medical services, including a first aid station and a medical clinic.
The airport also offers a range of baggage services, including lost and found, baggage wrapping, and baggage storage.
Things To Do:Duty free shopping is available at Borg El Arab Airport in Alexandria, Egypt. The duty free shop is located in the Departures Hall and offers a wide range of products including perfumes, cosmetics, liquor, tobacco, confectionery, and souvenirs. The duty free shop is open from the first flight of the day until the last flight of the day. Passengers can also take advantage of the duty free shopping online, which allows them to shop from the comfort of their own home.
Facilities:Borg El Arab Airport has a modern terminal building with a range of amenities and services.
The airport has a 24hour information desk, a currency exchange, and a dutyfree shop.
The airport also has a range of restaurants, cafes, and bars.
There is a VIP lounge for business travelers and a prayer room for travelers of all faiths.
The airport also has a range of car rental services and a taxi rank.Amenities:The airport has free WiFi throughout the terminal building.
The airport also has a range of ATMs and banking services.
There is a post office and a pharmacy located in the terminal building.
The airport also has a range of shops selling souvenirs, books, and magazines.Services:The airport has a range of ground transportation services, including buses, shuttles, and taxis.
The airport also offers a range of car parking services, including shortterm and longterm parking.
The airport has a range of medical services, including a first aid station and a medical clinic.
The airport also offers a range of baggage services, including lost and found, baggage wrapping, and baggage storage.","Borg El Arab Airport Address: Borg El Arab Airport, Borg El Arab, Alexandria Governorate, Egypt 
Try the best online travel planner to plan your travel itinerary!","Borg El Arab Airport, Borg El Arab, Alexandria Governorate, Egypt",No timings,,20.0
312,alexandria,El Nouzha Airport,,,"El Nouzha Airport (HBE) is an international airport located in Alexandria, Egypt. It is the second largest airport in the country, after Cairo International Airport. The airport is located about 8 km (5 mi) east of the city center and serves as a hub for domestic and international flights.The airport was opened in 1938 and was initially used as a military airbase. During World War II, the airport was used by the British Royal Air Force and the United States Army Air Forces. After the war, the airport was used for commercial flights and was expanded in the 1950s.The airport has two runways and is capable of handling up to 1.5 million passengers per year. It is served by a number of airlines, including EgyptAir, Air Cairo, and Air Arabia Egypt. The airport also serves as a hub for domestic and international cargo operations.El Nouzha Airport is an important gateway to the city of Alexandria and the surrounding region. It is the main hub for domestic and international flights to and from the city, and is a major hub for cargo operations. The airport is also a major hub for tourism in the region, with many tourists visiting the city and its attractions.El Nouzha Airport, located in Alexandria, Egypt, is the second largest airport in the country. It was originally built in the 1930s as a military airfield and was later opened to civilian traffic in the 1950s. The airport has been an important hub for both domestic and international flights, serving as a gateway to the Mediterranean region.The airport has a long and rich history, having been used by the British Royal Air Force during World War II and by the United States Air Force during the Cold War. It was also the site of the first international air show in Egypt, which was held in 1954.El Nouzha Airport is also significant for its role in the development of the Egyptian aviation industry. It was the first airport in the country to be equipped with modern facilities, such as a control tower, a radar system, and a modern terminal building. The airport has also been the site of several important aviation events, such as the first international air show in Egypt and the first international air race in the Middle East.Today, El Nouzha Airport is still an important hub for both domestic and international flights. It is also home to several aviation-related businesses, such as aircraft maintenance and repair companies, as well as a number of aviation schools.
Facilities, Amenities and Services:El Nouzha Airport in Alexandria, Egypt offers a wide range of facilities and amenities to make your travel experience as comfortable and convenient as possible. The airport has a variety of shops and restaurants, including dutyfree stores, cafes, and fastfood outlets. There is also a bank and currency exchange services available. The airport also offers a range of services, such as free WiFi, car rental, and a 24hour medical clinic. There is also a prayer room and a VIP lounge for those who need a little extra comfort. The airport also provides a range of transportation options, including taxis, buses, and shuttles. There is also a car park available for those who wish to drive to the airport. Finally, the airport has a range of security measures in place, including metal detectors, Xray machines, and CCTV cameras.
Things To Do:Unfortunately, El Nouzha Airport in Alexandria, Egypt does not offer duty free shopping. However, there are several duty free shops located in the city of Alexandria, including the Duty Free Shop at the Alexandria International Airport. The shop offers a wide selection of international brands, including perfumes, cosmetics, liquor, tobacco, and more. Additionally, there are several duty free shops located in the city center, offering a variety of products at discounted prices.
El Nouzha Airport in Alexandria, Egypt offers a wide range of facilities and amenities to make your travel experience as comfortable and convenient as possible. The airport has a variety of shops and restaurants, including dutyfree stores, cafes, and fastfood outlets. There is also a bank and currency exchange services available. The airport also offers a range of services, such as free WiFi, car rental, and a 24hour medical clinic. There is also a prayer room and a VIP lounge for those who need a little extra comfort. The airport also provides a range of transportation options, including taxis, buses, and shuttles. There is also a car park available for those who wish to drive to the airport. Finally, the airport has a range of security measures in place, including metal detectors, Xray machines, and CCTV cameras.","El Nouzha Airport Address: El Nouzha Airport El Nouzha, Alexandria, Egypt 
Try the best online travel planner to plan your travel itinerary!","El Nouzha Airport El Nouzha, Alexandria, Egypt",No timings,,20.0
313,alexandria,Le Bar,,,No description,No tips,No address,No timings,,20.0
314,alexandria,La Veranda,,,No description,No tips,No address,No timings,,20.0
315,alexandria,Byblos,,,No description,No tips,No address,No timings,,20.0
316,alexandria,Bleu,,,No description,No tips,No address,No timings,,20.0
317,alexandria,San Giovanni Club,,,No description,No tips,No address,No timings,,20.0
318,alexandria,Spitfire Bar,,,"Spitfire happens to be one of the oldest bars of Alexandria. Located on a street corner facing a crowded market, this bar has loads of history in its womb as you can see the walls fully loaded with pictures telling a different story. It was opened in 1883 and hence is the longest standing bar in Egypt. It is a home not only to the foreigners but to the locals too owing to the simplicity and comfort it offers. A bar where you can enjoy your pint of beer in a cozy and dark ambiance with not much of noise is what has been pulling the crowds to this place since times immemorial. To go down the memory lane while sipping your favorite beer, make sure you grab a seat at the bar.
Bus to stop-El Raml Station",Bus to stop-El Raml Station,"شارع البورصة القديمة، Al Mesallah Gharb WA Sharif Basha, Qism El-Mansheya, Alexandria Governorate, Egypt",24-hrs,,20.0
319,alexandria,Mohamed Ahmed,,,No description,No tips,No address,No timings,,20.0
320,alexandria,Athineos,,,No description,No tips,No address,No timings,,20.0
321,alexandria,The Fine Arts Museum,4.0,11.0,"Museums of Fine Arts Sector houses a fantastic collection of paintings, sculptures as well as architectural works. There is an extensive collection of works by Egyptian artist and an impressive selection of works from Romanticism, Baroque, Rococo along with Orientalism. The Museums of Fine Arts Sector aims to promote art in the local community and to a large extent, the Egyptian society through a selection of interesting activities like exhibitions, art workshops and Museum education for the little ones. If you are keen on knowing more about the history and observing the works of popular artists, Museums of Fine Arts Sector would be an ideal choice.
Rented Car/Taxi",Rented Car/Taxi,"El-Mohandes Ahmed Ismail, Emberouz WA Moharram Beik, Qism Moharram Bek, Alexandria Governorate, Egypt",24-hrs,,20.0
322,alexandria,Antoniades Garden,3.0,97.0,"Antoniades Garden is a part of a historic monument - The Villa of Antoniadis in Alexandria, Egypt. This is the nineteenth-century villa which has numerous elegantly sculpted Greek styled statues and beautifully maintained gardens. The villa, which ones was a majestic structure, was neglected after the 1970s. But, around 2004, the renovations started and today, it is one of the significant landmarks in town. It is surrounded by well-manicured lawns and lush greenery. Consider visiting this garden if you are in the neighbourhood. It will not take more than an hour and you will feel refreshed instantly.
By taxi",By taxi,"Qism Sidi Gabir, Alexandria Governorate, Egypt",24-hrs,,20.0
323,alexandria,El Kobba El Samaweya,4.0,80.0,"Tucked within the Alexandria Public library, El Kobba El Samaweya is an interesting Planetarium featuring state-of-the-art projection technology. Lose yourselves to the fascinating science shows which are both entertaining and informative, observe the universe in close distance with the functional kaleidoscope, and experience the feel of flying through space and time with the help of Digistar 3 system. Loaded with a lot of surprises, El Kobba El Samaweya is a great place to visit and also has an IMAX screen.
Student - EGP 10
Non-Egyptians - EGP 50","Student - EGP 10
Non-Egyptians - EGP 50","El-Gaish Rd, Al Azaritah WA Ash Shatebi, Qesm Bab Sharqi, Alexandria Governorate, Egypt",10:00 am - 03:00 pm,20.0,20.0
324,alexandria,Library Of Alexandria,,,"On your trip to Alexandria, you should not miss a chance to visit the Bibliotheca Alexandrina, the largest collection of information in the Ancient World . This Royal Library of Alexandria is a major cultural resource of modern Egypt. It was built in October 2002 honour of the original Library of Alexandria that was destroyed beyond recovery. Library of alexandria egypt is huge project still under progress and aims to have more than eight million books, 15 permanent exhibitions including a planetarium and a manuscript restoration facility. You are bound to be mesmerized by the architecture of Bibliotheca Alexandrina. The main room of the library is directly below a 32-foot tall roof that has glass panels and extends in the shape of a sun dial. The diameter of this structure is 160 meters. The Bibliotheca Alexandrina continually organizes cultural and scientific events every year like Alexandria international book fair, art exhibitions, conferences, seminars, concerts and theatrical performances.
Sunday - Thursday: 10:00 am to 7:00 pm
Fridays: 2:00 pm to 7:00 pm
Saturdays: 12:00 noon to 4:00 pm","Sunday - Thursday: 10:00 am to 7:00 pm
Fridays: 2:00 pm to 7:00 pm
Saturdays: 12:00 noon to 4:00 pm","Al Azaritah WA Ash Shatebi, Qesm Bab Sharqi, الإسكندرية 21526, Egypt, Alexandria",24-hrs,,20.0
325,alexandria,Koutta,4.0,4.0,"It is out and out an entertainment park full of rides for your kids. Some of them are really adventurous but then it is good to have fun once in a while. You ought to have a strong heart to take the breath-taking rides here, but you will realize it’s all worth taking the risk. Apart from the dangerous and thrilling rides, there are games for the young children as well keeping in due consideration their safety and age. At the end of it, you will realize that every single penny you have spent is absolutely worth the fun and adventure you have had. Merry go round.
Rented Car/Taxi",Rented Car/Taxi,"El Maamoura Beach، EL MAMORAH SHATIA، Qism El-Montaza, Alexandria Governorate, Egypt",No timings,,20.0
326,alexandria,Lighthouse,4.0,3.0,"The Lighthouse of Alexandria was one of the tallest man-made structures in the world and was among one of the seven wonders of the ancient world. Built between 280 and 247BC, the structure has an estimated height of 100 meters. It was designed by the Greek architect Sostartus of Cnidus. The lighthouse stands on three levels wherein the lower level provides support, followed by octagon-shaped center level and a circular level at the top. The Lighthouse is a significant piece of history. On reaching the Lighthouse you can enjoy the cool air and have food at the restaurants nearby. Go ahead and see this inspiring monument.
Rented car/Taxi",Rented car/Taxi,"Max Al Shalehat Next to Al Fanar, Al Meks, Qesm Ad Dekhilah, Alexandria Governorate, Egypt",No timings,,20.0
327,alexandria,Pompey's Pillar,4.0,40.0,"Standing tall amongst the ancient ruins of Egypt is the well-known popular attraction of Pompey's Pillar. The triumphal Roman column is the only-know free standing column in Egypt and is also one of the largest ancient monoliths. Explore the artifacts in the site, examine the small sphinxes that surround the column, soak in the history as you walk around the site, and click a dozen photographs of the towering Pompey's Pillar. This remarkable attraction also has a secret underground passage which you should definitely check out.
Recommended time to visit between: 10:00 am - 01:00 pm",Recommended time to visit between: 10:00 am - 01:00 pm,"Pompey's Pillar, Alexandria Governorate, Egypt",No timings,,20.0
328,alexandria,Aquarium Museum,4.0,16.0,No description,No tips,No address,No timings,,20.0
329,alexandria,Eliahu Hanady Synagogue,3.0,8.0,No description,No tips,No address,No timings,,20.0
330,alexandria,Cairo International Airport,3.0,4317.0,No description,No tips,No address,No timings,,20.0
331,alexandria,Triomphe Hostel,3.0,5.0,No description,No tips,No address,No timings,,20.0
332,alexandria,Sicilia,4.0,3.0,No description,No tips,No address,No timings,,20.0
333,alexandria,Carrefour City Center - Alexandria 2,4.0,4.0,No description,No tips,No address,No timings,,20.0
334,alexandria,Plaza Hotel Alexandria,3.0,36.0,No description,No tips,No address,No timings,,20.0
335,alexandria,Quta Exhibition,3.0,5.0,No description,No tips,No address,No timings,,20.0
336,alexandria,Post Office - El Shatby,4.0,3.0,No description,No tips,No address,No timings,,20.0
337,alexandria,El Raml Station,4.0,1.0,No description,No tips,No address,No timings,,20.0
338,alexandria,Sidi Gaber Railway Station,4.0,1.0,No description,No tips,No address,No timings,,20.0
339,alexandria,Yank's Corner,3.0,,No description,No tips,No address,No timings,,20.0
340,alexandria,محطة الرمل,4.0,3.0,No description,No tips,No address,No timings,,20.0
341,alexandria,Alexandria,,,No description,No tips,No address,No timings,,20.0
342,alexandria,Alban Sewisra,4.0,1.0,No description,No tips,No address,No timings,,20.0
343,alexandria,Royal Jewelry Museum,,,No description,No tips,No address,No timings,,20.0
344,alexandria,Ahmad Salem Mosque,,,No description,No tips,No address,No timings,,20.0
345,alexandria,Pompey's Pillar,,,No description,No tips,No address,No timings,,20.0
346,alexandria,Hosting Castle,,,No description,No tips,No address,No timings,,20.0
347,alexandria,Egypt Station,,,No description,No tips,No address,No timings,,20.0
348,alexandria,Porto Marina Resort & Spa,,,No description,No tips,No address,No timings,,20.0
349,alexandria,Mara Hostel Alexandria,,,No description,No tips,No address,No timings,,20.0
350,sharm,Ras Mohamed National Park,4.0,804.0,"Hey! Help solve a long debate. Does the contour of the cliff at the headland of this park really look like a bearded man’s face? Enough important people thought so that the place is literally named Mohamed’s Head. 480-square kilometres and encompassing the islands of Tiran and Sanafir, the park is a stupendous natural preserve of migratory birds, coral, thousands of fish (barracudas and sharks included), turtles, and a mangrove forest among other things. Its ecosystem includes marine life, desert life and swamp life – an unusual combo. They say the coral here is among the world’s most unusual and grand, making this one of the world’s most popular diving spots
The attractions are listed as:","The Eel Garden – very literally named.
The Main Beach-  vertical coral walls. Access is restricted to the left side of the bay.
The Old Quay - shallow water reef structure; water is calm but less crystal clear.
Marsa Bareika – truly brilliant corals.
Mangrove Channel - birdie-magnets; many migratory birds like Herons, Osprey. Etc.
Diving at Shark Reef and Yolanda Reef.
Check out Anemone City at Shark Reef.
SS Thistlegorm wreck dive.
Other activies include jeep safaris, horsebackriding, quad bikes, camel trekking.","Ras Mohamed National Park, Sharm el-Sheikh, Sinai Peninsula, Egypt",24-hrs,,47.5
351,sharm,Soho Square,4.0,625.0,"This is the Sharm-el-sheikh’s primary nightlife area. The best shopping in town, some of the best bars, the best clubs a great host of shops, incredible public art, sculptures, and a kids arcade – they went all out on this one. For once, there’s no hectic haggling to be done and shoppers have a relatively easy time of things. One of the primary attractions is a fabulous musical fountain – a free light, sound and water show t that always has a crowd enjoying it, clutching coffees and cold drinks in their hands. Occasionally some street performers come along.It’s also great people watching.
There’s an iceskating ring and a bowling alley close by.",There’s an iceskating ring and a bowling alley close by.,"White Knight Beach, South Sinai, Egypt, Sharm El-sheikh",24-hrs,,47.5
352,sharm,Shark's Bay Beach,,,"Yet another glorious diving beach, the sea here is a beautiful slope of coral. At the northern end of the beach is a shallow area excellent for snorkelling if you’re not too confident about swimming. In the water itself the marine life is plentiful and fascinating; coralfish, lyrtail, barracuda, eagle, shark. Quite a few people train for diving here and the water sports is quite fun. The fun isn’t all in the water though; lots of nice shady greens make even the sand a good spot to chill. Across the water you’ll have nice views of Tiran Island. There are a number of restaurants near by; try our the delicious Umbi Seafood Restaurant.
LE 5 extra for sunbeds.
Amenities include Kiosk, toilets, picnic tables, barbecues, drinking water, cafe.
Vaucluse Park with its historical Vaucluse House.
A,k,a Nelson Beach.
Parking is extremely limited.
Apparently the beach here belongs to several hotels and you must be a resident to enjoy them. This is unverified.","LE 5 extra for sunbeds.
Amenities include Kiosk, toilets, picnic tables, barbecues, drinking water, cafe.
Vaucluse Park with its historical Vaucluse House.
A,k,a Nelson Beach.
Parking is extremely limited.
Apparently the beach here belongs to several hotels and you must be a resident to enjoy them. This is unverified.","Sharm el-Sheikh, Qesm Sharm Ash Sheikh, South Sinai, Egypt",24-hrs,15.0,15.0
353,sharm,Aqua Blue Water Park,4.0,413.0,"While awater park isn’t what instantly comes to mind when you talk about Sharm El-sheikh, this one is popular all over the region. Its 44 water slides and games and 9 pools are as good as most you might find around the world. Try the Twisters, the Tube Free Fall, the Kamikaze, the Black Hole and the Rafting Slide among others. The park isn’t just all water games; it’s a resort too. Along with decent accommodation you get a kid’s club, a tennis court, a basketball court, a billiard room and a massage room.
Italian Restaurant
L'Asiatique Chinese & Indian
Mediterranean Restaurant
Cave du Roi Restaurant
Food Court Restaurant","Italian Restaurant
L'Asiatique Chinese & Indian
Mediterranean Restaurant
Cave du Roi Restaurant
Food Court Restaurant","Aqua Park City, Sharm el-Sheikh, Qesm Sharm Ash Sheikh, South Sinai, Egypt",10:00 am - 05:00 pm,,47.5
354,sharm,Dolphina Park,,,"You know how sometimes you go into a candy shop and there’s a kid crying because he wants everything and is too confused to choose? You can see the same thing at the zoo sometimes. Well, this isn’t a zoo or marine park. It dolphins only, and for every visitor here, that’s more than enough. Steven, Stacey, Maria and Mizo are four adorable, smart and mischievous dolphins that are trained to play with you to your heart’s content. They’re a circus act full of tricks. First you’re treated to a wonderful choreographed show where the foursome will even paint for you; then you can head into the water for a supervised swim with the stars; you can take the dolphins for a 15 minute dive; and most immersive of all, you can sign up for a Trainer for A Day Program!
El Tekeya
McDonalds","El Tekeya
McDonalds","Dolphina Show El Mircato Umm El Sid Hill Sharm El Sheikh Egypt, Sharm El-sheikh",24-hrs,,47.5
355,sharm,El Fanar Lighthouse And Beach,4.0,575.0,"El Fanar is mix of many good things. This beautiful beach dominated by a lighthouse is as attractive in the day as it is in the night. In the daytime, the sun, sand and water harbour a riot of colors in a pretty coral reef. Dive or snorkel down for the some really great marine life. There’s an Italian restaurant that’s part of the setup here and they say it’s the best of its type in the region. The main draw however, is the nightlife at the discotheque. Lively, great music, great people and a fantastic bar are the cherry on the top of this sandy cake.
With the entry ticket you get a towel, a sunbed, a shade and perhaps a fruit kebab.
30 LE by taxi from Sharm.
Come early in the morning, or in the evening.
Ask Go-Life Dive Centre here for diving information.
No outside food and drinks are allowed inside.
Very crowded and noisy for most of the day; not exactly serene.","With the entry ticket you get a towel, a sunbed, a shade and perhaps a fruit kebab.
30 LE by taxi from Sharm.
Come early in the morning, or in the evening.
Ask Go-Life Dive Centre here for diving information.
No outside food and drinks are allowed inside.
Very crowded and noisy for most of the day; not exactly serene.","El Fanar St.، UMM EL SID HILL، SHARM EL SHEIKH، Egypt, Sharm El-sheikh",24-hrs,60.0,60.0
356,sharm,Terrazzina Beach,4.0,596.0,"Yet another private beach, but this is different from usual Sharm-el-sheik fare. Instead of a coral marine zoo, you’re treated to some great water sports, a party atmosphere and family fun times. There’s always a foreign DJ playing till after dusk, so it’s a bit like being in Ibiza or at one of those party beaches in Mykonos. It’s like the Mediterranean here. The people are great, the staff is great, the music is great. Despite all that, the beach is a family favourite for all the Egyptian locals here and it’s very kid friendly. A good number of bars and restaurants lie the beach, so you’re never too far away from refreshments.The water’s really clean and fun to frolic in. The staff will pamper you from the minute you enter till the minute you leave.
If you’re just dining at one of the restaurant here, you won’t have to pay any entrance fee.","If you’re just dining at one of the restaurant here, you won’t have to pay any entrance fee.","Old Sharm, Harbor road, Sharm El Sheikh, Sharm El Sheikh, Egypt, Sharm El-sheikh",24-hrs,35.0,35.0
357,sharm,Ras Um Sid,4.0,440.0,"Though it’s a little mellower than the treats over at the national Park, the payoff at this lovely beach is much bigger for the effort put in. Reefing, snorkeling, diving, watersports and seafront hiking – it’s got it all. The fan corals here are instant favorites – almost everyone agrees that it’s one of the best things to see in the Red Sea.
Loads of fun stuff like fishing competitions and camel races happen around the end of Ramadan (with the obligatory and magnificent Ramadan feast) and the Coptic New Year. There’s always some show or the other happening; the food is spice and out of this world; the nightclubs include old favorites like the Hard Rock Café; and if you can, you really ought to see if you can hire a private guide to take you to Mount Sinai – it’s where Moses received his 10 commandments!","Cfun divers based at the Iberotel Palace Hotel.
Pirates Dive Club from Falcon Hills Hotel.
Ocean College,","Ras um Sid, Sharm el-Sheikh, Sinai Peninsula, Egypt",24-hrs,,47.5
358,sharm,Coptic Church,,,"Walk through the entire Bible in picture after picture of loveliness in this serene and beautiful church. Beautiful inside and out, the church is among the oldest in the country, perhaps in the world. Its many colourful frescoes, paintings, lighting, stained glass and the lovely glass bottomed boat ride all combine to make a special, irreplaceable experience. If you visit, stick around for the mass or the service; its hauntingly beautiful. Definitely get the guide to show you around; he’s immensely knowledgeable and educated about the significance of the place, and very friendly. Visitors often comment that the church makes a great contrast to the mosque right adjacent to it, and that though it feel similar to the famous Basilica of Sacre Coeur, it feels lighter. They say just 2 artists with seventeen assistants painted everything here.
Entry is Free.
A.k.a Heavenly Cathedral.
They wil provide you a clean shawl to cover yourself with if you need it.
Cover knees and shoulders.","Entry is Free.
A.k.a Heavenly Cathedral.
They wil provide you a clean shawl to cover yourself with if you need it.
Cover knees and shoulders.","Al Mahad Al Dini, el Salam, El Sheikh, Egypt, Sharm El-sheikh",24-hrs,,47.5
359,sharm,Ghibli Raceway,3.0,522.0,"Go Karting! Yay! Seriously, we don’t need to say any more than that do we? Ghibli is a kind of North African wind. The staff is great; they’ll introduce you to the fun and then set you off on the track. And that’s just for the day visitors. They host corporate events (team building race events), have a paintball arena, a children karting schools, and even host professional races. There are four types of tracks: Cadet, Arrive and Drive, National and International. These are elaborated as follows:
Arrive & Drive: For individuals - an individual program for either 10 or 15 minutes sessions. Score sheets include information about laps timing, total time, fastest lap, average time and comparison scores.","It’s cheaper if you go in the daytime.
Fill indemnity form at reception.
For group bookings please ask for special arrangements.
Full day hire allows customers up to 7 separate sessions throughout a single day, 15 minutes duration each.
Professional Competition Full day is €380 and Professional Gearbox Full Day is €490.
Follow safety instructions.
The staffs at Ghibli Raceway reserve the right to refuse customer participation.
Professional categories are subject to additional conditions & contract.","Ghibli Raceway,  Sharm el-Sheikh, Sinai Peninsula, Egypt",24-hrs,255.0,255.0
360,sharm,Sharm El-Sheikh International Airport,3.0,1484.0,"Sharm el-Sheikh International Airport (IATA: SSH, ICAO: HESH) is an international airport located in Sharm El-sheikh, Egypt. It is the third busiest airport in Egypt after Cairo International Airport and Hurghada International Airport. The airport is located on the coastal area of the Sinai Peninsula and serves as a hub for several airlines, including EgyptAir, Air Arabia Egypt, and Nesma Airlines.The airport has two terminals, Terminal 1 and Terminal 2. Terminal 1 is used for international flights, while Terminal 2 is used for domestic flights. The airport has a total of 24 gates, with 12 gates in Terminal 1 and 12 gates in Terminal 2.The airport has a variety of facilities and services, including duty-free shops, restaurants, cafes, and a VIP lounge. The airport also has a medical center, a prayer room, and a business center.The airport is managed by the Airport Authority of Egypt.Sharm el-Sheikh International Airport is an international airport located in Sharm El-sheikh, Egypt. It is the third busiest airport in Egypt, after Cairo International Airport and Hurghada International Airport.The airport was opened in 1968 and was initially used as a military airbase. In 1983, the airport was opened to civilian flights and has since become a major tourist destination in Egypt. It is the main gateway to the Sinai Peninsula and the Red Sea resorts of Sharm El-sheikh, Dahab, Nuweiba, and Taba.The airport is of great economic significance to Egypt, as it is a major hub for tourism in the country. It is estimated that the airport contributes around $1.3 billion to the Egyptian economy each year. The airport is also a major hub for international cargo flights, with many airlines using the airport as a stopover for their cargo flights.The airport has also been used as a hub for humanitarian aid flights, with many aid organizations using the airport to deliver aid to the region. In addition, the airport is used by the United Nations and other international organizations for peacekeeping operations in the region.
Facilities, Amenities and Services:Facilities:Free WiFi
ATMs
Currency Exchange
DutyFree Shopping
Restaurants and Cafes
Smoking Areas
Prayer Rooms
Medical Services
Car Rental Services
Luggage Storage
Lost and Found
Airport LoungesAmenities:Airport Assistance
Wheelchair Accessibility
Childrens Play Areas
Pet Relief Areas
Charging Stations
Luggage Trolleys
VIP Services
Airport Transfers
Valet ParkingServices:Flight Information
Airport Security
Airport Parking
Airport Shuttle
Airport Taxis
Airport Tours
Airport Limousine
Airport Bus Services
Airport Car Hire
Airport Hotel Bookings
Things To Do:Duty free shopping is available at Sharm el-Sheikh International Airport. The duty free shop is located in the Departure Hall and offers a wide range of products including perfumes, cosmetics, tobacco, alcohol, confectionery, and souvenirs. The duty free shop also offers a selection of international brands, including Chanel, Dior, and Gucci. Prices are usually lower than in the city, and there is no sales tax. Payment can be made in cash or by credit card.
Facilities:Free WiFi
ATMs
Currency Exchange
DutyFree Shopping
Restaurants and Cafes
Smoking Areas
Prayer Rooms
Medical Services
Car Rental Services
Luggage Storage
Lost and Found
Airport LoungesAmenities:Airport Assistance
Wheelchair Accessibility
Childrens Play Areas
Pet Relief Areas
Charging Stations
Luggage Trolleys
VIP Services
Airport Transfers
Valet ParkingServices:Flight Information
Airport Security
Airport Parking
Airport Shuttle
Airport Taxis
Airport Tours
Airport Limousine
Airport Bus Services
Airport Car Hire
Airport Hotel Bookings","Sharm El-sheikh International Airport Address: Sharm El-Sheikh International Airport, Sharm El-Sheikh, South Sinai Governorate, Egypt 
Try the best online travel planner to plan your travel itinerary!","Sharm El-Sheikh International Airport, Sharm El-Sheikh, South Sinai Governorate, Egypt",No timings,,47.5
